병원명,시도,시군구,읍면동
서울하우치과의원,서울특별시,용산구,후암로
더연세치과의원,서울특별시,용산구,동자동
연세휴치과보철과치과의원,서울특별시,용산구,이촌동
연세휴치과의원,서울특별시,용산구,이촌로88길
래안치과의원,서울특별시,용산구,청파동3가
태원치과의원,서울특별시,용산구,한강로3가
인터서울치과의원,서울특별시,용산구,한강로2가
서울미소치과의원,서울특별시,용산구,이촌동
연세바른생각치과의원,서울특별시,용산구,갈월동
서울앤치과의원,서울특별시,용산구,우사단로
노블라인치과의원,서울특별시,용산구,서빙고로
더블유스타일치과의원,서울특별시,용산구,백범로
연세리더스치과의원,서울특별시,용산구,갈월동
용문웰치과의원,서울특별시,용산구,용문동
튼튼한 치과의원,서울특별시,용산구,효창동
맨해튼치과의원,서울특별시,용산구,이태원동
용산원치과의원,서울특별시,용산구,한강대로40가길
브라이트치과의원,서울특별시,용산구,한남대로
후암연세치과의원,서울특별시,용산구,후암동
나비드치과의원,서울특별시,용산구,한남동
신용산홍플란트치과의원,서울특별시,용산구,새창로
힐탑치과의원,서울특별시,용산구,보광동
원효연세치과의원,서울특별시,용산구,원효로2가
히카루치과의원,서울특별시,용산구,이촌동
윤치과의원,서울특별시,용산구,남영동
서치과의원,서울특별시,용산구,한남동
랜드엘치과의원,서울특별시,용산구,한강로3가
서울역예치과의원,서울특별시,용산구,서계동
믿음치과의원,서울특별시,용산구,한강로1가
고른이치과의원,서울특별시,용산구,한강로1가
연세행복치과의원,서울특별시,용산구,갈월동
박영진치과의원,서울특별시,용산구,후암동
한마음치과의원,서울특별시,용산구,서계동
대원치과의원,서울특별시,용산구,이태원동
청파치과의원,서울특별시,용산구,청파동3가
우리치과의원,서울특별시,용산구,이촌동
최선원치과의원,서울특별시,용산구,이촌동
세란치과의원,서울특별시,용산구,원효로2가
이병윤치과의원,서울특별시,용산구,이촌동
참좋은치과의원,서울특별시,용산구,원효로1가
한치과의원,서울특별시,용산구,후암동
고앤박치과의원,서울특별시,용산구,한강로1가
비에프오교정치과의원,서울특별시,용산구,한강로3가
슈어플란트치과의원,서울특별시,용산구,이촌동
신용산더블유치과의원,서울특별시,용산구,한강대로
홍치과의원,서울특별시,용산구,한남동
닥터오르치과의원,서울특별시,용산구,후암동
유상희치과의원,서울특별시,용산구,한강로1가
샘치과의원,서울특별시,용산구,한남동
이엔아이치과의원,서울특별시,용산구,이태원동
서울휴치과의원,서울특별시,용산구,후암로
아인치과의원,서울특별시,용산구,용문동
효창치과의원,서울특별시,용산구,효창동
유엔빌리지치과의원,서울특별시,용산구,한남동
세라세진치과의원,서울특별시,용산구,이촌동
한&진서울치과의원,서울특별시,용산구,이태원동
함께하는치과의원,서울특별시,용산구,산천동
굿모닝치과의원,서울특별시,용산구,이촌동
키즈앤쥬니어치과의원,서울특별시,용산구,이촌동
국윤아한마음부부치과의원,서울특별시,성동구,금호동1가
그린치과의원,서울특별시,성동구,동호로
에이(A)플란트치과의원,서울특별시,성동구,왕십리로
안병석치과의원,서울특별시,성동구,왕십리로
나음치과의원,서울특별시,성동구,행당동
손치과의원,서울특별시,성동구,상원길
신성치과의원,서울특별시,성동구,아차산로
이웃치과의원,서울특별시,성동구,천호대로
유하균치과의원,서울특별시,성동구,광나루로
우리들치과의원,서울특별시,성동구,한림말길
서울삼성치과의원,서울특별시,성동구,행당2동
태양치과의원,서울특별시,성동구,행당2동
안관식치과의원,서울특별시,성동구,성수2가1동
씨엔에스치과의원,서울특별시,성동구,왕십리로
우리아이치과의원,서울특별시,성동구,하왕십리동
이편한무학치과의원,서울특별시,성동구,왕십리로
정광호치과의원,서울특별시,성동구,고산자로
김상옥치과의원,서울특별시,성동구,천호대로
연세유라인치과의원,서울특별시,성동구,금호동3가
성심부부치과의원,서울특별시,성동구,금호4가동
상일치과의원,서울특별시,성동구,용답19길
금호치과의원,서울특별시,성동구,금호2가동
이병준치과의원,서울특별시,성동구,성수일로10길
유치과의원,서울특별시,성동구,행당동
스마일치과의원,서울특별시,성동구,성덕정길
위드치과의원,서울특별시,성동구,성수2가3동
김용래치과의원,서울특별시,성동구,금호동4가
최치과의원,서울특별시,성동구,장터길
박희찬치과의원,서울특별시,성동구,마장로42길
연세케이치과의원,서울특별시,성동구,옥수동
신한철치과의원,서울특별시,성동구,마조로
아름다운이치과의원,서울특별시,성동구,하왕십리동
이스마일치과의원,서울특별시,성동구,고산자로6길
올치과의원,서울특별시,성동구,금호로
이안치과의원,서울특별시,성동구,장터1길
강치과의원,서울특별시,성동구,고산자로
성수연세치과의원,서울특별시,성동구,아차산로7길
장미치과의원,서울특별시,성동구,행당2동
치아사랑치과의원,서울특별시,성동구,천호대로
고운미소치과의원,서울특별시,성동구,독서당로
와인치과의원,서울특별시,성동구,독서당로
유노치과의원,서울특별시,성동구,마장로
맨하탄치과의원,서울특별시,성동구,고산자로
와이즈치과의원,서울특별시,성동구,마장로
연세예스치과의원,서울특별시,성동구,행당로
정표진치과의원,서울특별시,성동구,행당동
서울미소드림치과의원,서울특별시,성동구,난계로
연세현치과의원,서울특별시,성동구,성수1가2동
서울미소치과의원,서울특별시,성동구,뚝섬로
웰치과의원,서울특별시,성동구,독서당로
미래치과의원,서울특별시,성동구,한림말길
서울빛치과의원,서울특별시,성동구,용답중앙15길
서울큰나무치과의원,서울특별시,성동구,상왕십리동
열린미소치과의원,서울특별시,성동구,성수동1가
미플랜치과의원,서울특별시,성동구,행당로
서울은치과의원,서울특별시,성동구,둘레15길
미소가득치과의원,서울특별시,성동구,하왕십리동
스타일치과의원,서울특별시,성동구,행당1동
연세화이트치과의원,서울특별시,성동구,행당로
행당서울치과의원,서울특별시,성동구,행당2동
형치과의원,서울특별시,성동구,무학로
호림치과의원,서울특별시,성동구,금호로
정치과의원,서울특별시,성동구,왕십리로
에스보스톤치과교정과치과의원,서울특별시,성동구,아차산로
연세서울숲치과의원,서울특별시,성동구,행당동
라치과의원,서울특별시,성동구,송정동
서울유치과교정과치과의원,서울특별시,성동구,도선동
연세더좋은플란트치과의원,서울특별시,성동구,금호동1가
오렌지치과의원,서울특별시,성동구,행당동
루나치과보존과치과의원,서울특별시,성동구,아차산로
포레치과의원,서울특별시,성동구,성수동1가
연세치과의원,서울특별시,성동구,왕십리로
강남365치과의원,서울특별시,성동구,무수막길
이현치과의원,서울특별시,성동구,옥수동
서울민트치과의원,서울특별시,성동구,고산자로
리체부부치과의원,서울특별시,성동구,성수1가동
이안행복치과의원,서울특별시,성동구,성수동2가
연세웰치과의원,서울특별시,성동구,성수동2가
바른치과의원,서울특별시,성동구,행당동
행복한치과의원,서울특별시,성동구,고산자로
바로심는 치과의원,서울특별시,성동구,왕십리로
연세탑치과의원,서울특별시,성동구,옥수동
서이치과의원,서울특별시,성동구,행당로
모든이치과의원,서울특별시,성동구,금호로
스타키즈치과의원,서울특별시,성동구,옥수동
연세수치과의원,서울특별시,성동구,왕십리로14길
서울열린치과의원,서울특별시,성동구,뚝섬로
건강한의료복지사회적협동조합 건강한마을치과의원,서울특별시,성동구,도선동
더밸런스치과의원,서울특별시,성동구,성수동1가
찬란한미소치과교정과 치과의원,서울특별시,성동구,성수동1가
센트라스 치과의원,서울특별시,성동구,하왕십리동
연세고마운 치과의원,서울특별시,성동구,하왕십리동
연세글로리치과의원,서울특별시,성동구,마장로
고치과의원,서울특별시,성동구,마장로
